Format Version,1.23,Take Name,Take 2020-10-12 01.44.55 PM,Take Notes,,Capture Frame Rate,250.000000,Export Frame Rate,250.000000,Capture Start Time,2020-10-12 01.44.55.875 PM,Total Frames in Take,4605,Total Exported Frames,4605,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
418,1.672000,,,,,,,,,,,,,,,,,,,,,,,,
419,1.676000,,,,,,,,,,,,,,,,,,,,,,,,
420,1.680000,,,,,,,,,,,,,,,,,,,,,,,,
421,1.684000,,,,,,,,,,,,,,,,,,,,,,,,
422,1.688000,,,,,,,,,,,,,,,,,,,,,,,,
423,1.692000,,,,,,,,,,,,,,,,,,,,,,,,
424,1.696000,,,,,,,,,,,,,,,,,,,,,,,,
425,1.700000,,,,,,,,,,,,,,,,,,,,,,,,
426,1.704000,,,,,,,,,,,,,,,,,,,,,,,,
427,1.708000,,,,,,,,,,,,,,,,,,,,,,,,
428,1.712000,,,,,,,,,,,,,,,,,,,,,,,,
429,1.716000,,,,,,,,,,,,,,,,,,,,,,,,
430,1.720000,,,,,,,,,,,,,,,,,,,,,,,,
431,1.724000,,,,,,,,,,,,,,,,,,,,,,,,
432,1.728000,,,,,,,,,,,,,,,,,,,,,,,,
433,1.732000,,,,,,,,,,,,,,,,,,,,,,,,
434,1.736000,,,,,,,,,,,,,,,,,,,,,,,,
435,1.740000,,,,,,,,,,,,,,,,,,,,,,,,
436,1.744000,,,,,,,,,,,,,,,,,,,,,,,,
437,1.748000,,,,,,,,,,,,,,,,,,,,,,,,
438,1.752000,,,,,,,,,,,,,,,,,,,,,,,,
439,1.756000,,,,,,,,,,,,,,,,,,,,,,,,
440,1.760000,,,,,,,,,,,,,,,,,,,,,,,,
441,1.764000,,,,,,,,,,,,,,,,,,,,,,,,
442,1.768000,,,,,,,,,,,,,,,,,,,,,,,,
443,1.772000,,,,,,,,,,,,,,,,,,,,,,,,
444,1.776000,,,,,,,,,,,,,,,,,,,,,,,,
445,1.780000,,,,,,,,,,,,,,,,,,,,,,,,
446,1.784000,,,,,,,,,,,,,,,,,,,,,,,,
447,1.788000,,,,,,,,,,,,,,,,,,,,,,,,
448,1.792000,,,,,,,,,,,,,,,,,,,,,,,,
449,1.796000,,,,,,,,,,,,,,,,,,,,,,,,
450,1.800000,,,,,,,,,,,,,,,,,,,,,,,,
451,1.804000,,,,,,,,,,,,,,,,,,,,,,,,
452,1.808000,,,,,,,,,,,,,,,,,,,,,,,,
453,1.812000,,,,,,,,,,,,,,,,,,,,,,,,
454,1.816000,,,,,,,,,,,,,,,,,,,,,,,,
455,1.820000,,,,,,,,,,,,,,,,,,,,,,,,
456,1.824000,,,,,,,,,,,,,,,,,,,,,,,,
457,1.828000,,,,,,,,,,,,,,,,,,,,,,,,
458,1.832000,,,,,,,,,,,,,,,,,,,,,,,,
459,1.836000,,,,,,,,,,,,,,,,,,,,,,,,
460,1.840000,,,,,,,,,,,,,,,,,,,,,,,,
461,1.844000,,,,,,,,,,,,,,,,,,,,,,,,
462,1.848000,,,,,,,,,,,,,,,,,,,,,,,,
463,1.852000,,,,,,,,,,,,,,,,,,,,,,,,
464,1.856000,,,,,,,,,,,,,,,,,,,,,,,,
465,1.860000,,,,,,,,,,,,,,,,,,,,,,,,
466,1.864000,,,,,,,,,,,,,,,,,,,,,,,,
467,1.868000,,,,,,,,,,,,,,,,,,,,,,,,
468,1.872000,,,,,,,,,,,,,,,,,,,,,,,,
469,1.876000,,,,,,,,,,,,,,,,,,,,,,,,
470,1.880000,,,,,,,,,,,,,,,,,,,,,,,,
471,1.884000,,,,,,,,,,,,,,,,,,,,,,,,
472,1.888000,,,,,,,,,,,,,,,,,,,,,,,,
473,1.892000,,,,,,,,,,,,,,,,,,,,,,,,
474,1.896000,,,,,,,,,,,,,,,,,,,,,,,,
475,1.900000,,,,,,,,,,,,,,,,,,,,,,,,
476,1.904000,,,,,,,,,,,,,,,,,,,,,,,,
477,1.908000,,,,,,,,,,,,,,,,,,,,,,,,
478,1.912000,,,,,,,,,,,,,,,,,,,,,,,,
479,1.916000,,,,,,,,,,,,,,,,,,,,,,,,
480,1.920000,,,,,,,,,,,,,,,,,,,,,,,,
481,1.924000,,,,,,,,,,,,,,,,,,,,,,,,
482,1.928000,,,,,,,,,,,,,,,,,,,,,,,,
483,1.932000,,,,,,,,,,,,,,,,,,,,,,,,
484,1.936000,,,,,,,,,,,,,,,,,,,,,,,,
485,1.940000,,,,,,,,,,,,,,,,,,,,,,,,
486,1.944000,,,,,,,,,,,,,,,,,,,,,,,,
487,1.948000,,,,,,,,,,,,,,,,,,,,,,,,
488,1.952000,,,,,,,,,,,,,,,,,,,,,,,,
489,1.956000,,,,,,,,,,,,,,,,,,,,,,,,
490,1.960000,,,,,,,,,,,,,,,,,,,,,,,,
491,1.964000,,,,,,,,,,,,,,,,,,,,,,,,
492,1.968000,,,,,,,,,,,,,,,,,,,,,,,,
493,1.972000,,,,,,,,,,,,,,,,,,,,,,,,
494,1.976000,,,,,,,,,,,,,,,,,,,,,,,,
495,1.980000,,,,,,,,,,,,,,,,,,,,,,,,
496,1.984000,,,,,,,,,,,,,,,,,,,,,,,,
497,1.988000,,,,,,,,,,,,,,,,,,,,,,,,
498,1.992000,,,,,,,,,,,,,,,,,,,,,,,,
499,1.996000,,,,,,,,,,,,,,,,,,,,,,,,
500,2.000000,,,,,,,,,,,,,,,,,,,,,,,,
501,2.004000,,,,,,,,,,,,,,,,,,,,,,,,
502,2.008000,,,,,,,,,,,,,,,,,,,,,,,,
503,2.012000,,,,,,,,,,,,,,,,,,,,,,,,
504,2.016000,,,,,,,,,,,,,,,,,,,,,,,,
505,2.020000,,,,,,,,,,,,,,,,,,,,,,,,
506,2.024000,,,,,,,,,,,,,,,,,,,,,,,,
507,2.028000,,,,,,,,,,,,,,,,,,,,,,,,
508,2.032000,,,,,,,,,,,,,,,,,,,,,,,,
509,2.036000,,,,,,,,,,,,,,,,,,,,,,,,
510,2.040000,,,,,,,,,,,,,,,,,,,,,,,,
511,2.044000,,,,,,,,,,,,,,,,,,,,,,,,
512,2.048000,,,,,,,,,,,,,,,,,,,,,,,,
513,2.052000,,,,,,,,,,,,,,,,,,,,,,,,
514,2.056000,,,,,,,,,,,,,,,,,,,,,,,,
515,2.060000,,,,,,,,,,,,,,,,,,,,,,,,
516,2.064000,,,,,,,,,,,,,,,,,,,,,,,,
517,2.068000,,,,,,,,,,,,,,,,,,,,,,,,
518,2.072000,,,,,,,,,,,,,,,,,,,,,,,,
519,2.076000,,,,,,,,,,,,,,,,,,,,,,,,
520,2.080000,,,,,,,,,,,,,,,,,,,,,,,,
521,2.084000,,,,,,,,,,,,,,,,,,,,,,,,
522,2.088000,,,,,,,,,,,,,,,,,,,,,,,,
523,2.092000,,,,,,,,,,,,,,,,,,,,,,,,
524,2.096000,,,,,,,,,,,,,,,,,,,,,,,,
525,2.100000,,,,,,,,,,,,,,,,,,,,,,,,
526,2.104000,,,,,,,,,,,,,,,,,,,,,,,,
527,2.108000,,,,,,,,,,,,,,,,,,,,,,,,
528,2.112000,,,,,,,,,,,,,,,,,,,,,,,,
529,2.116000,,,,,,,,,,,,,,,,,,,,,,,,
530,2.120000,,,,,,,,,,,,,,,,,,,,,,,,
531,2.124000,,,,,,,,,,,,,,,,,,,,,,,,
532,2.128000,,,,,,,,,,,,,,,,,,,,,,,,
533,2.132000,,,,,,,,,,,,,,,,,,,,,,,,
534,2.136000,,,,,,,,,,,,,,,,,,,,,,,,
535,2.140000,,,,,,,,,,,,,,,,,,,,,,,,
536,2.144000,,,,,,,,,,,,,,,,,,,,,,,,
537,2.148000,,,,,,,,,,,,,,,,,,,,,,,,
538,2.152000,,,,,,,,,,,,,,,,,,,,,,,,
539,2.156000,,,,,,,,,,,,,,,,,,,,,,,,
540,2.160000,,,,,,,,,,,,,,,,,,,,,,,,
541,2.164000,,,,,,,,,,,,,,,,,,,,,,,,
542,2.168000,,,,,,,,,,,,,,,,,,,,,,,,
543,2.172000,,,,,,,,,,,,,,,,,,,,,,,,
544,2.176000,,,,,,,,,,,,,,,,,,,,,,,,
545,2.180000,,,,,,,,,,,,,,,,,,,,,,,,
546,2.184000,,,,,,,,,,,,,,,,,,,,,,,,
547,2.188000,,,,,,,,,,,,,,,,,,,,,,,,
548,2.192000,,,,,,,,,,,,,,,,,,,,,,,,
549,2.196000,,,,,,,,,,,,,,,,,,,,,,,,
550,2.200000,,,,,,,,,,,,,,,,,,,,,,,,
551,2.204000,,,,,,,,,,,,,,,,,,,,,,,,
552,2.208000,,,,,,,,,,,,,,,,,,,,,,,,
553,2.212000,,,,,,,,,,,,,,,,,,,,,,,,
554,2.216000,,,,,,,,,,,,,,,,,,,,,,,,
555,2.220000,,,,,,,,,,,,,,,,,,,,,,,,
556,2.224000,,,,,,,,,,,,,,,,,,,,,,,,
557,2.228000,,,,,,,,,,,,,,,,,,,,,,,,
558,2.232000,,,,,,,,,,,,,,,,,,,,,,,,
559,2.236000,,,,,,,,,,,,,,,,,,,,,,,,
560,2.240000,,,,,,,,,,,,,,,,,,,,,,,,
561,2.244000,,,,,,,,,,,,,,,,,,,,,,,,
562,2.248000,,,,,,,,,,,,,,,,,,,,,,,,
563,2.252000,,,,,,,,,,,,,,,,,,,,,,,,
564,2.256000,,,,,,,,,,,,,,,,,,,,,,,,
565,2.260000,,,,,,,,,,,,,,,,,,,,,,,,
566,2.264000,,,,,,,,,,,,,,,,,,,,,,,,
567,2.268000,,,,,,,,,,,,,,,,,,,,,,,,
568,2.272000,,,,,,,,,,,,,,,,,,,,,,,,
569,2.276000,,,,,,,,,,,,,,,,,,,,,,,,
570,2.280000,,,,,,,,,,,,,,,,,,,,,,,,
571,2.284000,,,,,,,,,,,,,,,,,,,,,,,,
572,2.288000,,,,,,,,,,,,,,,,,,,,,,,,
573,2.292000,,,,,,,,,,,,,,,,,,,,,,,,
574,2.296000,,,,,,,,,,,,,,,,,,,,,,,,
575,2.300000,,,,,,,,,,,,,,,,,,,,,,,,
576,2.304000,,,,,,,,,,,,,,,,,,,,,,,,
577,2.308000,,,,,,,,,,,,,,,,,,,,,,,,
578,2.312000,,,,,,,,,,,,,,,,,,,,,,,,
579,2.316000,,,,,,,,,,,,,,,,,,,,,,,,
580,2.320000,,,,,,,,,,,,,,,,,,,,,,,,
581,2.324000,,,,,,,,,,,,,,,,,,,,,,,,
582,2.328000,,,,,,,,,,,,,,,,,,,,,,,,
583,2.332000,,,,,,,,,,,,,,,,,,,,,,,,
584,2.336000,,,,,,,,,,,,,,,,,,,,,,,,
585,2.340000,,,,,,,,,,,,,,,,,,,,,,,,
586,2.344000,,,,,,,,,,,,,,,,,,,,,,,,
587,2.348000,,,,,,,,,,,,,,,,,,,,,,,,
588,2.352000,,,,,,,,,,,,,,,,,,,,,,,,
589,2.356000,,,,,,,,,,,,,,,,,,,,,,,,
590,2.360000,,,,,,,,,,,,,,,,,,,,,,,,
591,2.364000,,,,,,,,,,,,,,,,,,,,,,,,
592,2.368000,,,,,,,,,,,,,,,,,,,,,,,,
593,2.372000,,,,,,,,,,,,,,,,,,,,,,,,
594,2.376000,,,,,,,,,,,,,,,,,,,,,,,,
595,2.380000,,,,,,,,,,,,,,,,,,,,,,,,
596,2.384000,,,,,,,,,,,,,,,,,,,,,,,,
597,2.388000,,,,,,,,,,,,,,,,,,,,,,,,
598,2.392000,,,,,,,,,,,,,,,,,,,,,,,,
599,2.396000,,,,,,,,,,,,,,,,,,,,,,,,
600,2.400000,,,,,,,,,,,,,,,,,,,,,,,,
601,2.404000,,,,,,,,,,,,,,,,,,,,,,,,
602,2.408000,,,,,,,,,,,,,,,,,,,,,,,,
603,2.412000,,,,,,,,,,,,,,,,,,,,,,,,
604,2.416000,,,,,,,,,,,,,,,,,,,,,,,,
605,2.420000,,,,,,,,,,,,,,,,,,,,,,,,
606,2.424000,,,,,,,,,,,,,,,,,,,,,,,,
607,2.428000,,,,,,,,,,,,,,,,,,,,,,,,
608,2.432000,,,,,,,,,,,,,,,,,,,,,,,,
609,2.436000,,,,,,,,,,,,,,,,,,,,,,,,
610,2.440000,,,,,,,,,,,,,,,,,,,,,,,,
611,2.444000,,,,,,,,,,,,,,,,,,,,,,,,
612,2.448000,,,,,,,,,,,,,,,,,,,,,,,,
613,2.452000,,,,,,,,,,,,,,,,,,,,,,,,
614,2.456000,,,,,,,,,,,,,,,,,,,,,,,,
615,2.460000,,,,,,,,,,,,,,,,,,,,,,,,
616,2.464000,,,,,,,,,,,,,,,,,,,,,,,,
617,2.468000,,,,,,,,,,,,,,,,,,,,,,,,
618,2.472000,,,,,,,,,,,,,,,,,,,,,,,,
619,2.476000,,,,,,,,,,,,,,,,,,,,,,,,
620,2.480000,,,,,,,,,,,,,,,,,,,,,,,,
621,2.484000,,,,,,,,,,,,,,,,,,,,,,,,
622,2.488000,,,,,,,,,,,,,,,,,,,,,,,,
623,2.492000,,,,,,,,,,,,,,,,,,,,,,,,
624,2.496000,,,,,,,,,,,,,,,,,,,,,,,,
625,2.500000,,,,,,,,,,,,,,,,,,,,,,,,
626,2.504000,,,,,,,,,,,,,,,,,,,,,,,,
627,2.508000,,,,,,,,,,,,,,,,,,,,,,,,
628,2.512000,,,,,,,,,,,,,,,,,,,,,,,,
629,2.516000,,,,,,,,,,,,,,,,,,,,,,,,
630,2.520000,,,,,,,,,,,,,,,,,,,,,,,,
631,2.524000,,,,,,,,,,,,,,,,,,,,,,,,
632,2.528000,,,,,,,,,,,,,,,,,,,,,,,,
633,2.532000,,,,,,,,,,,,,,,,,,,,,,,,
634,2.536000,,,,,,,,,,,,,,,,,,,,,,,,
635,2.540000,,,,,,,,,,,,,,,,,,,,,,,,
636,2.544000,,,,,,,,,,,,,,,,,,,,,,,,
637,2.548000,,,,,,,,,,,,,,,,,,,,,,,,
638,2.552000,,,,,,,,,,,,,,,,,,,,,,,,
639,2.556000,,,,,,,,,,,,,,,,,,,,,,,,
640,2.560000,,,,,,,,,,,,,,,,,,,,,,,,
641,2.564000,,,,,,,,,,,,,,,,,,,,,,,,
642,2.568000,,,,,,,,,,,,,,,,,,,,,,,,
643,2.572000,,,,,,,,,,,,,,,,,,,,,,,,
644,2.576000,,,,,,,,,,,,,,,,,,,,,,,,
645,2.580000,,,,,,,,,,,,,,,,,,,,,,,,
646,2.584000,,,,,,,,,,,,,,,,,,,,,,,,
647,2.588000,,,,,,,,,,,,,,,,,,,,,,,,
648,2.592000,,,,,,,,,,,,,,,,,,,,,,,,
649,2.596000,,,,,,,,,,,,,,,,,,,,,,,,
650,2.600000,,,,,,,,,,,,,,,,,,,,,,,,
651,2.604000,,,,,,,,,,,,,,,,,,,,,,,,
652,2.608000,,,,,,,,,,,,,,,,,,,,,,,,
653,2.612000,,,,,,,,,,,,,,,,,,,,,,,,
654,2.616000,,,,,,,,,,,,,,,,,,,,,,,,
655,2.620000,,,,,,,,,,,,,,,,,,,,,,,,
656,2.624000,,,,,,,,,,,,,,,,,,,,,,,,
657,2.628000,,,,,,,,,,,,,,,,,,,,,,,,
658,2.632000,,,,,,,,,,,,,,,,,,,,,,,,
659,2.636000,,,,,,,,,,,,,,,,,,,,,,,,
660,2.640000,,,,,,,,,,,,,,,,,,,,,,,,
661,2.644000,,,,,,,,,,,,,,,,,,,,,,,,
662,2.648000,,,,,,,,,,,,,,,,,,,,,,,,
663,2.652000,,,,,,,,,,,,,,,,,,,,,,,,
664,2.656000,,,,,,,,,,,,,,,,,,,,,,,,
665,2.660000,,,,,,,,,,,,,,,,,,,,,,,,
666,2.664000,,,,,,,,,,,,,,,,,,,,,,,,
667,2.668000,,,,,,,,,,,,,,,,,,,,,,,,
668,2.672000,,,,,,,,,,,,,,,,,,,,,,,,
669,2.676000,,,,,,,,,,,,,,,,,,,,,,,,
670,2.680000,,,,,,,,,,,,,,,,,,,,,,,,
671,2.684000,,,,,,,,,,,,,,,,,,,,,,,,
672,2.688000,,,,,,,,,,,,,,,,,,,,,,,,
673,2.692000,,,,,,,,,,,,,,,,,,,,,,,,
674,2.696000,,,,,,,,,,,,,,,,,,,,,,,,
675,2.700000,,,,,,,,,,,,,,,,,,,,,,,,
676,2.704000,,,,,,,,,,,,,,,,,,,,,,,,
677,2.708000,,,,,,,,,,,,,,,,,,,,,,,,
678,2.712000,,,,,,,,,,,,,,,,,,,,,,,,
679,2.716000,,,,,,,,,,,,,,,,,,,,,,,,
680,2.720000,,,,,,,,,,,,,,,,,,,,,,,,
681,2.724000,,,,,,,,,,,,,,,,,,,,,,,,
682,2.728000,,,,,,,,,,,,,,,,,,,,,,,,
683,2.732000,,,,,,,,,,,,,,,,,,,,,,,,
684,2.736000,,,,,,,,,,,,,,,,,,,,,,,,
685,2.740000,,,,,,,,,,,,,,,,,,,,,,,,
686,2.744000,,,,,,,,,,,,,,,,,,,,,,,,
687,2.748000,,,,,,,,,,,,,,,,,,,,,,,,
688,2.752000,,,,,,,,,,,,,,,,,,,,,,,,
689,2.756000,,,,,,,,,,,,,,,,,,,,,,,,
690,2.760000,,,,,,,,,,,,,,,,,,,,,,,,
691,2.764000,,,,,,,,,,,,,,,,,,,,,,,,
692,2.768000,,,,,,,,,,,,,,,,,,,,,,,,
693,2.772000,,,,,,,,,,,,,,,,,,,,,,,,
694,2.776000,,,,,,,,,,,,,,,,,,,,,,,,
695,2.780000,,,,,,,,,,,,,,,,,,,,,,,,
696,2.784000,,,,,,,,,,,,,,,,,,,,,,,,
697,2.788000,,,,,,,,,,,,,,,,,,,,,,,,
698,2.792000,,,,,,,,,,,,,,,,,,,,,,,,
699,2.796000,,,,,,,,,,,,,,,,,,,,,,,,
700,2.800000,,,,,,,,,,,,,,,,,,,,,,,,
701,2.804000,,,,,,,,,,,,,,,,,,,,,,,,
702,2.808000,,,,,,,,,,,,,,,,,,,,,,,,
703,2.812000,,,,,,,,,,,,,,,,,,,,,,,,
704,2.816000,,,,,,,,,,,,,,,,,,,,,,,,
705,2.820000,,,,,,,,,,,,,,,,,,,,,,,,
706,2.824000,,,,,,,,,,,,,,,,,,,,,,,,
707,2.828000,,,,,,,,,,,,,,,,,,,,,,,,
708,2.832000,,,,,,,,,,,,,,,,,,,,,,,,
709,2.836000,,,,,,,,,,,,,,,,,,,,,,,,
710,2.840000,,,,,,,,,,,,,,,,,,,,,,,,
711,2.844000,,,,,,,,,,,,,,,,,,,,,,,,
712,2.848000,,,,,,,,,,,,,,,,,,,,,,,,
713,2.852000,,,,,,,,,,,,,,,,,,,,,,,,
714,2.856000,,,,,,,,,,,,,,,,,,,,,,,,
715,2.860000,,,,,,,,,,,,,,,,,,,,,,,,
716,2.864000,,,,,,,,,,,,,,,,,,,,,,,,
717,2.868000,,,,,,,,,,,,,,,,,,,,,,,,
718,2.872000,,,,,,,,,,,,,,,,,,,,,,,,
719,2.876000,,,,,,,,,,,,,,,,,,,,,,,,
720,2.880000,,,,,,,,,,,,,,,,,,,,,,,,
721,2.884000,,,,,,,,,,,,,,,,,,,,,,,,
722,2.888000,,,,,,,,,,,,,,,,,,,,,,,,
723,2.892000,,,,,,,,,,,,,,,,,,,,,,,,
724,2.896000,,,,,,,,,,,,,,,,,,,,,,,,
725,2.900000,,,,,,,,,,,,,,,,,,,,,,,,
726,2.904000,,,,,,,,,,,,,,,,,,,,,,,,
727,2.908000,,,,,,,,,,,,,,,,,,,,,,,,
728,2.912000,,,,,,,,,,,,,,,,,,,,,,,,
729,2.916000,,,,,,,,,,,,,,,,,,,,,,,,
730,2.920000,,,,,,,,,,,,,,,,,,,,,,,,
731,2.924000,,,,,,,,,,,,,,,,,,,,,,,,
732,2.928000,,,,,,,,,,,,,,,,,,,,,,,,
733,2.932000,,,,,,,,,,,,,,,,,,,,,,,,
734,2.936000,,,,,,,,,,,,,,,,,,,,,,,,
735,2.940000,,,,,,,,,,,,,,,,,,,,,,,,
736,2.944000,,,,,,,,,,,,,,,,,,,,,,,,
737,2.948000,,,,,,,,,,,,,,,,,,,,,,,,
738,2.952000,,,,,,,,,,,,,,,,,,,,,,,,
739,2.956000,,,,,,,,,,,,,,,,,,,,,,,,
740,2.960000,,,,,,,,,,,,,,,,,,,,,,,,
741,2.964000,,,,,,,,,,,,,,,,,,,,,,,,
742,2.968000,,,,,,,,,,,,,,,,,,,,,,,,
743,2.972000,,,,,,,,,,,,,,,,,,,,,,,,
744,2.976000,,,,,,,,,,,,,,,,,,,,,,,,
745,2.980000,,,,,,,,,,,,,,,,,,,,,,,,
746,2.984000,,,,,,,,,,,,,,,,,,,,,,,,
747,2.988000,,,,,,,,,,,,,,,,,,,,,,,,
748,2.992000,,,,,,,,,,,,,,,,,,,,,,,,
749,2.996000,,,,,,,,,,,,,,,,,,,,,,,,
750,3.000000,,,,,,,,,,,,,,,,,,,,,,,,
751,3.004000,,,,,,,,,,,,,,,,,,,,,,,,
752,3.008000,,,,,,,,,,,,,,,,,,,,,,,,
753,3.012000,,,,,,,,,,,,,,,,,,,,,,,,
754,3.016000,,,,,,,,,,,,,,,,,,,,,,,,
755,3.020000,,,,,,,,,,,,,,,,,,,,,,,,
756,3.024000,,,,,,,,,,,,,,,,,,,,,,,,
757,3.028000,,,,,,,,,,,,,,,,,,,,,,,,
758,3.032000,,,,,,,,,,,,,,,,,,,,,,,,
759,3.036000,,,,,,,,,,,,,,,,,,,,,,,,
760,3.040000,,,,,,,,,,,,,,,,,,,,,,,,
761,3.044000,,,,,,,,,,,,,,,,,,,,,,,,
762,3.048000,,,,,,,,,,,,,,,,,,,,,,,,
763,3.052000,,,,,,,,,,,,,,,,,,,,,,,,
764,3.056000,,,,,,,,,,,,,,,,,,,,,,,,
765,3.060000,,,,,,,,,,,,,,,,,,,,,,,,
766,3.064000,,,,,,,,,,,,,,,,,,,,,,,,
767,3.068000,,,,,,,,,,,,,,,,,,,,,,,,
768,3.072000,,,,,,,,,,,,,,,,,,,,,,,,
769,3.076000,,,,,,,,,,,,,,,,,,,,,,,,
770,3.080000,,,,,,,,,,,,,,,,,,,,,,,,
771,3.084000,,,,,,,,,,,,,,,,,,,,,,,,
772,3.088000,,,,,,,,,,,,,,,,,,,,,,,,
773,3.092000,,,,,,,,,,,,,,,,,,,,,,,,
774,3.096000,,,,,,,,,,,,,,,,,,,,,,,,
775,3.100000,,,,,,,,,,,,,,,,,,,,,,,,
776,3.104000,,,,,,,,,,,,,,,,,,,,,,,,
777,3.108000,,,,,,,,,,,,,,,,,,,,,,,,
778,3.112000,,,,,,,,,,,,,,,,,,,,,,,,
779,3.116000,,,,,,,,,,,,,,,,,,,,,,,,
780,3.120000,,,,,,,,,,,,,,,,,,,,,,,,
781,3.124000,,,,,,,,,,,,,,,,,,,,,,,,
782,3.128000,,,,,,,,,,,,,,,,,,,,,,,,
783,3.132000,,,,,,,,,,,,,,,,,,,,,,,,
784,3.136000,,,,,,,,,,,,,,,,,,,,,,,,
785,3.140000,,,,,,,,,,,,,,,,,,,,,,,,
786,3.144000,,,,,,,,,,,,,,,,,,,,,,,,
787,3.148000,,,,,,,,,,,,,,,,,,,,,,,,
788,3.152000,,,,,,,,,,,,,,,,,,,,,,,,
789,3.156000,,,,,,,,,,,,,,,,,,,,,,,,
790,3.160000,,,,,,,,,,,,,,,,,,,,,,,,
791,3.164000,,,,,,,,,,,,,,,,,,,,,,,,
792,3.168000,,,,,,,,,,,,,,,,,,,,,,,,
793,3.172000,,,,,,,,,,,,,,,,,,,,,,,,
794,3.176000,,,,,,,,,,,,,,,,,,,,,,,,
795,3.180000,,,,,,,,,,,,,,,,,,,,,,,,
796,3.184000,,,,,,,,,,,,,,,,,,,,,,,,
797,3.188000,,,,,,,,,,,,,,,,,,,,,,,,
798,3.192000,,,,,,,,,,,,,,,,,,,,,,,,
799,3.196000,,,,,,,,,,,,,,,,,,,,,,,,
800,3.200000,,,,,,,,,,,,,,,,,,,,,,,,
801,3.204000,,,,,,,,,,,,,,,,,,,,,,,,
802,3.208000,,,,,,,,,,,,,,,,,,,,,,,,
803,3.212000,,,,,,,,,,,,,,,,,,,,,,,,
804,3.216000,,,,,,,,,,,,,,,,,,,,,,,,
805,3.220000,,,,,,,,,,,,,,,,,,,,,,,,
806,3.224000,,,,,,,,,,,,,,,,,,,,,,,,
807,3.228000,,,,,,,,,,,,,,,,,,,,,,,,
808,3.232000,,,,,,,,,,,,,,,,,,,,,,,,
809,3.236000,,,,,,,,,,,,,,,,,,,,,,,,
810,3.240000,,,,,,,,,,,,,,,,,,,,,,,,
811,3.244000,,,,,,,,,,,,,,,,,,,,,,,,
812,3.248000,,,,,,,,,,,,,,,,,,,,,,,,
813,3.252000,,,,,,,,,,,,,,,,,,,,,,,,
814,3.256000,,,,,,,,,,,,,,,,,,,,,,,,
815,3.260000,,,,,,,,,,,,,,,,,,,,,,,,
816,3.264000,,,,,,,,,,,,,,,,,,,,,,,,
817,3.268000,,,,,,,,,,,,,,,,,,,,,,,,
818,3.272000,,,,,,,,,,,,,,,,,,,,,,,,
819,3.276000,,,,,,,,,,,,,,,,,,,,,,,,
820,3.280000,,,,,,,,,,,,,,,,,,,,,,,,
821,3.284000,,,,,,,,,,,,,,,,,,,,,,,,
822,3.288000,,,,,,,,,,,,,,,,,,,,,,,,
823,3.292000,,,,,,,,,,,,,,,,,,,,,,,,
824,3.296000,,,,,,,,,,,,,,,,,,,,,,,,
825,3.300000,,,,,,,,,,,,,,,,,,,,,,,,
826,3.304000,,,,,,,,,,,,,,,,,,,,,,,,
827,3.308000,,,,,,,,,,,,,,,,,,,,,,,,
828,3.312000,,,,,,,,,,,,,,,,,,,,,,,,
829,3.316000,,,,,,,,,,,,,,,,,,,,,,,,
830,3.320000,,,,,,,,,,,,,,,,,,,,,,,,
831,3.324000,,,,,,,,,,,,,,,,,,,,,,,,
832,3.328000,,,,,,,,,,,,,,,,,,,,,,,,
833,3.332000,,,,,,,,,,,,,,,,,,,,,,,,
834,3.336000,,,,,,,,,,,,,,,,,,,,,,,,
835,3.340000,,,,,,,,,,,,,,,,,,,,,,,,
836,3.344000,,,,,,,,,,,,,,,,,,,,,,,,
837,3.348000,,,,,,,,,,,,,,,,,,,,,,,,
838,3.352000,,,,,,,,,,,,,,,,,,,,,,,,
839,3.356000,,,,,,,,,,,,,,,,,,,,,,,,
840,3.360000,,,,,,,,,,,,,,,,,,,,,,,,
841,3.364000,,,,,,,,,,,,,,,,,,,,,,,,
842,3.368000,,,,,,,,,,,,,,,,,,,,,,,,
843,3.372000,,,,,,,,,,,,,,,,,,,,,,,,
844,3.376000,,,,,,,,,,,,,,,,,,,,,,,,
845,3.380000,,,,,,,,,,,,,,,,,,,,,,,,
846,3.384000,,,,,,,,,,,,,,,,,,,,,,,,
847,3.388000,,,,,,,,,,,,,,,,,,,,,,,,
848,3.392000,,,,,,,,,,,,,,,,,,,,,,,,
849,3.396000,,,,,,,,,,,,,,,,,,,,,,,,
850,3.400000,,,,,,,,,,,,,,,,,,,,,,,,
851,3.404000,,,,,,,,,,,,,,,,,,,,,,,,
852,3.408000,,,,,,,,,,,,,,,,,,,,,,,,
853,3.412000,,,,,,,,,,,,,,,,,,,,,,,,
854,3.416000,,,,,,,,,,,,,,,,,,,,,,,,
855,3.420000,,,,,,,,,,,,,,,,,,,,,,,,
856,3.424000,,,,,,,,,,,,,,,,,,,,,,,,
857,3.428000,,,,,,,,,,,,,,,,,,,,,,,,
858,3.432000,,,,,,,,,,,,,,,,,,,,,,,,
859,3.436000,,,,,,,,,,,,,,,,,,,,,,,,
860,3.440000,,,,,,,,,,,,,,,,,,,,,,,,
